Destination.City,Orgin.City,Satisfaction,Airline.Status,Age,Gender,Price.Sensitivity,Year.of.First.Flight,No.of.Flights.p.a.,X..of.Flight.with.other.Airlines,Type.of.Travel,No..of.other.Loyalty.Cards,Shopping.Amount.at.Airport,Eating.and.Drinking.at.Airport,Class,Day.of.Month,Flight.date,Airline.Code,Airline.Name,Origin.State,Destination.State,Scheduled.Departure.Hour,Departure.Delay.in.Minutes,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Flight.Distance,Arrival.Delay.greater.5.Mins,olong,olat,dlong,dlat
"Denver, CO","Minneapolis, MN",4,Blue,56,Male,1,2003,29,5,Business travel,2,20,90,Eco,6,2/6/14,WN,Cheapseats Airlines Inc.,Minnesota,Colorado,13,15,4,No,108,680,no,-93.2798,44.978156,-104.955096,39.710774
"Chicago, IL","St. Louis, MO",2,Blue,44,Female,1,2007,20,10,Business travel,0,80,45,Eco,13,2/13/14,AA,Paul Smith Airlines Inc.,Missouri,Illinois,7,0,0,No,45,258,no,-90.340926,38.630705,-87.895427,41.827126
"Chicago, IL","Oklahoma City, OK",4,Blue,36,Male,1,2003,23,3,Business travel,1,0,0,Eco,6,2/6/14,MQ,EnjoyFlying Air Services,Oklahoma,Illinois,6,0,56,No,82,693,yes,-97.524305,35.504826,-87.895427,41.827126
"Baltimore, MD","Atlanta, GA",4,Blue,17,Female,1,2008,4,5,Business travel,2,0,20,Eco,1,2/1/14,WN,Cheapseats Airlines Inc.,Georgia,Maryland,18,0,0,No,72,577,no,-84.331858,33.824102,-76.64776,39.234099
"Albuquerque, NM","Chicago, IL",3,Blue,46,Female,2,2007,35,9,Business travel,0,0,60,Eco,22,3/22/14,WN,Cheapseats Airlines Inc.,Illinois,New Mexico,17,25,35,No,173,1121,yes,-87.895427,41.827126,-106.628138,35.143367
"Kansas City, MO","Detroit, MI",4,Silver,48,Male,1,2004,23,6,Business travel,0,5,180,Eco,12,3/12/14,DL,Sigma Airlines Inc.,Michigan,Missouri,20,63,50,No,89,629,yes,-83.227554,42.490005,-94.594897,39.039792
"Atlanta, GA","Dothan, AL",2,Blue,32,Male,1,2012,15,8,Personal Travel,0,0,120,Eco,10,3/10/14,EV,FlyFast Airways Inc.,Alabama,Georgia,14,0,0,No,35,170,no,-85.425104,31.223667,-84.331858,33.824102
"Houston, TX","Miami, FL",3,Blue,39,Female,1,2011,16,11,Business travel,1,0,30,Eco,1,3/1/14,AA,Paul Smith Airlines Inc.,Florida,Texas,14,46,48,No,157,964,yes,-80.231428,26.175616,-95.393531,29.784308
"Phoenix, AZ","Kansas City, MO",4,Blue,54,Female,2,2003,30,2,Business travel,0,20,42,Eco,9,3/9/14,US,Southeast Airlines Co.,Missouri,Arizona,21,53,41,No,137,1044,yes,-94.594897,39.039792,-111.970041,33.494067
"Monroe, LA","Atlanta, GA",2,Blue,25,Male,1,2012,44,9,Personal Travel,1,120,45,Eco,8,1/8/14,EV,FlyFast Airways Inc.,Georgia,Louisiana,10,146,125,No,70,448,yes,-84.331858,33.824102,-92.11725,32.520969
"Minneapolis, MN","Charlotte, NC",2,Blue,78,Female,1,2008,30,6,Personal Travel,0,0,90,Business,13,3/13/14,US,Southeast Airlines Co.,North Carolina,Minnesota,22,2,1,No,135,930,no,-80.815826,35.249654,-93.2798,44.978156
"Los Angeles, CA","Houston, TX",4,Blue,29,Male,1,2007,24,8,Business travel,0,0,55,Eco,24,3/24/14,WN,Cheapseats Airlines Inc.,Texas,California,13,11,14,No,201,1390,yes,-95.393531,29.784308,-118.104332,33.982668
"San Jose, CA","Chicago, IL",5,Gold,41,Female,2,2010,21,9,Business travel,0,45,10,Eco,8,3/8/14,AA,Paul Smith Airlines Inc.,Illinois,California,10,1,0,No,235,1829,no,-87.895427,41.827126,-121.945145,37.329845
"Denver, CO","Orlando, FL",4,Blue,29,Male,1,2012,0,5,Business travel,2,0,30,Eco,30,3/30/14,WN,Cheapseats Airlines Inc.,Florida,Colorado,13,17,15,No,225,1546,yes,-81.411184,28.584434,-104.955096,39.710774
"San Diego, CA","Tucson, AZ",4,Blue,56,Female,1,2009,22,9,Business travel,0,197,0,Eco,6,2/6/14,WN,Cheapseats Airlines Inc.,Arizona,California,7,0,0,No,65,368,no,-110.946141,32.254891,-117.128799,32.928728
"Detroit, MI","Cincinnati, OH",4,Blue,63,Female,1,2008,34,1,Business travel,0,128,105,Eco,12,3/12/14,OO,Northwest Business Airlines Inc.,Kentucky,Michigan,17,21,42,No,44,229,yes,-84.462043,39.185505,-83.227554,42.490005
"Sacramento, CA","Los Angeles, CA",4,Blue,47,Male,2,2004,0,3,Business travel,0,30,50,Eco,27,2/27/14,WN,Cheapseats Airlines Inc.,California,California,8,0,1,No,68,373,no,-118.104332,33.982668,-121.324669,38.638578
"Atlanta, GA","Houston, TX",2,Blue,59,Female,1,2011,13,42,Business travel,3,0,110,Eco Plus,13,2/13/14,WN,Cheapseats Airlines Inc.,Texas,Georgia,15,14,10,No,90,696,yes,-95.393531,29.784308,-84.331858,33.824102
"Chicago, IL","New Orleans, LA",4,Blue,50,Male,1,2003,17,7,Business travel,0,60,90,Eco,22,3/22/14,WN,Cheapseats Airlines Inc.,Louisiana,Illinois,19,0,0,No,114,825,no,-90.143683,29.954653,-87.895427,41.827126
"Washington, DC","Cleveland, OH",4,Blue,43,Female,0,2011,15,8,Business travel,0,0,41,Eco,20,1/20/14,EV,FlyFast Airways Inc.,Ohio,Virginia,17,25,15,No,55,310,yes,-81.605443,41.443638,-77.18974,38.897394
"San Juan, PR","Miami, FL",5,Silver,32,Male,1,2011,13,12,Business travel,1,0,75,Eco,1,2/1/14,AA,Paul Smith Airlines Inc.,Florida,Puerto Rico,19,0,0,No,124,1045,no,-80.231428,26.175616,-66.116246,18.288174
"Phoenix, AZ","New York, NY",3,Silver,55,Female,2,2008,6,6,Business travel,1,105,185,Eco,16,2/16/14,B6,OnlyJets Airlines Inc.,New York,Arizona,19,20,25,No,319,2153,yes,-73.970221,40.718357,-111.970041,33.494067
"New York, NY","Portland, OR",4,Gold,55,Male,1,2004,8,3,Business travel,0,10,91,Eco,24,2/24/14,DL,Sigma Airlines Inc.,Oregon,New York,7,0,0,No,262,2454,no,-122.651087,45.520404,-73.970221,40.718357
"Milwaukee, WI","Tampa, FL",3,Blue,47,Male,1,2005,51,1,Mileage tickets,0,0,45,Eco,31,3/31/14,WN,Cheapseats Airlines Inc.,Florida,Wisconsin,13,0,0,No,141,1075,no,-82.513188,28.006247,-88.100492,43.055654
"Boston, MA","New York, NY",4,Silver,45,Female,1,2010,24,25,Business travel,3,53,15,Eco,21,3/21/14,US,Southeast Airlines Co.,New York,Massachusetts,8,0,0,No,46,184,no,-73.970221,40.718357,-71.140708,42.373132
"Portland, OR","Washington, DC",4,Silver,33,Female,1,2011,14,16,Business travel,3,45,75,Eco Plus,18,2/18/14,OU,Oursin Airlines Inc.,Virginia,Oregon,18,12,17,No,343,2327,yes,-77.18974,38.897394,-122.651087,45.520404
"Montgomery, AL","Atlanta, GA",4,Gold,37,Female,1,2005,28,9,Business travel,2,30,45,Eco,22,3/22/14,EV,FlyFast Airways Inc.,Georgia,Alabama,17,0,0,No,30,147,no,-84.331858,33.824102,-86.297468,32.400042
"Washington, DC","Atlanta, GA",2,Blue,59,Female,2,2004,8,5,Business travel,0,0,150,Eco,17,3/17/14,DL,Sigma Airlines Inc.,Georgia,Virginia,21,17,29,No,68,547,yes,-84.331858,33.824102,-77.18974,38.897394
"Birmingham, AL","Las Vegas, NV",5,Blue,58,Female,1,2003,4,8,Business travel,0,0,45,Eco,16,1/16/14,WN,Cheapseats Airlines Inc.,Nevada,Alabama,14,19,12,No,188,1618,yes,-115.167218,36.134893,-86.791974,33.469107
"Charlotte, NC","Boston, MA",4,Blue,48,Male,1,2010,3,6,Business travel,1,0,25,Business,22,2/22/14,US,Southeast Airlines Co.,Massachusetts,North Carolina,5,9,18,No,128,728,yes,-71.140708,42.373132,-80.815826,35.249654
"Fayetteville, AR","Chicago, IL",4,Blue,24,Male,2,2004,31,17,Business travel,2,90,45,Eco,31,3/31/14,MQ,EnjoyFlying Air Services,Illinois,Arkansas,19,45,46,No,82,522,yes,-87.895427,41.827126,-94.179749,36.267419
"Denver, CO","Fayetteville, AR",4,Blue,71,Male,1,2011,0,7,Business travel,0,30,140,Eco,4,3/4/14,EV,FlyFast Airways Inc.,Arkansas,Colorado,11,0,0,No,96,616,no,-94.179749,36.267419,-104.955096,39.710774
"Los Angeles, CA","Salt Lake City, UT",5,Gold,37,Male,1,2003,16,9,Business travel,2,9,105,Eco,1,2/1/14,WN,Cheapseats Airlines Inc.,Utah,California,9,0,0,No,86,590,no,-111.929515,40.640838,-118.104332,33.982668
"Aspen, CO","Denver, CO",5,Blue,28,Male,1,2009,5,18,Business travel,2,20,110,Eco,3,3/3/14,OO,Northwest Business Airlines Inc.,Colorado,Colorado,11,108,110,No,27,125,yes,-104.955096,39.710774,-106.840283,39.199278
"San Francisco, CA","Sacramento, CA",4,Blue,38,Male,2,2006,21,33,Business travel,1,10,45,Eco,20,3/20/14,OO,Northwest Business Airlines Inc.,California,California,5,0,0,No,27,86,no,-121.324669,38.638578,-122.383287,37.754645
"Atlanta, GA","Tallahassee, FL",4,Blue,67,Female,1,2011,35,3,Mileage tickets,0,7,120,Eco,21,2/21/14,DL,Sigma Airlines Inc.,Florida,Georgia,6,0,0,No,40,223,no,-84.268852999999993,30.473181,-84.331858,33.824102
"New York, NY","San Jose, CA",2,Blue,65,Female,2,2003,15,3,Personal Travel,0,0,90,Eco,16,3/16/14,B6,OnlyJets Airlines Inc.,California,New York,22,30,25,No,288,2569,yes,-121.945145,37.329845,-73.970221,40.718357
"Minneapolis, MN","Denver, CO",2,Blue,31,Female,0,2003,16,12,Personal Travel,1,80,85,Eco,21,1/21/14,DL,Sigma Airlines Inc.,Colorado,Minnesota,11,3,1,No,93,680,no,-104.955096,39.710774,-93.2798,44.978156
"Baton Rouge, LA","Houston, TX",4,Gold,26,Female,2,2009,28,5,Business travel,0,15,70,Eco,8,2/8/14,EV,FlyFast Airways Inc.,Texas,Louisiana,21,0,0,No,38,253,no,-95.393531,29.784308,-91.038912,30.427885
"Miami, FL","Minneapolis, MN",4,Gold,40,Male,1,2008,25,31,Business travel,4,0,120,Business,28,1/28/14,AA,Paul Smith Airlines Inc.,Minnesota,Florida,6,0,0,No,181,1501,no,-93.2798,44.978156,-80.231428,26.175616
"New York, NY","San Diego, CA",4,Silver,65,Female,1,2003,15,8,Business travel,0,0,55,Eco,1,1/1/14,DL,Sigma Airlines Inc.,California,New York,6,0,0,No,269,2446,no,-117.128799,32.928728,-73.970221,40.718357
"Charlotte, NC","Atlanta, GA",4,Blue,60,Male,1,2003,20,8,Business travel,0,90,195,Eco,25,1/25/14,DL,Sigma Airlines Inc.,Georgia,North Carolina,18,0,0,No,42,226,no,-84.331858,33.824102,-80.815826,35.249654
"Cedar City, UT","Salt Lake City, UT",3,Blue,41,Female,1,2004,1,15,Business travel,2,50,25,Business,22,2/22/14,OO,Northwest Business Airlines Inc.,Utah,Utah,8,0,11,No,37,221,yes,-111.929515,40.640838,-113.049804,37.673872
"Fresno, CA","Salt Lake City, UT",2,Gold,76,Female,1,2010,13,4,Personal Travel,0,0,170,Eco,31,3/31/14,OO,Northwest Business Airlines Inc.,Utah,California,20,9,17,No,86,501,yes,-111.929515,40.640838,-119.761114,36.787755
"Kansas City, MO","Dallas, TX",2,Blue,67,Female,1,2004,32,6,Personal Travel,0,0,20,Eco,17,3/17/14,WN,Cheapseats Airlines Inc.,Texas,Missouri,6,0,0,No,69,460,no,-96.972001,32.812727,-94.594897,39.039792
"Oklahoma City, OK","Atlanta, GA",4,Silver,37,Female,1,2004,25,23,Business travel,2,50,75,Eco,13,1/13/14,FL,FlyHere Airways,Georgia,Oklahoma,9,3,0,No,114,761,no,-84.331858,33.824102,-97.524305,35.504826
"Philadelphia, PA","Miami, FL",5,Blue,31,Female,2,2008,9,5,Business travel,0,10,145,Eco,18,1/18/14,AA,Paul Smith Airlines Inc.,Florida,Pennsylvania,9,0,0,No,123,1013,no,-80.231428,26.175616,-75.298163,39.973331
"Baltimore, MD","Pittsburgh, PA",4,Silver,70,Female,1,2009,11,4,Personal Travel,0,45,255,Eco Plus,16,1/16/14,WN,Cheapseats Airlines Inc.,Pennsylvania,Maryland,6,0,0,No,42,210,no,-79.951005,40.456961,-76.64776,39.234099
"Dallas, TX","Amarillo, TX",4,Blue,57,Male,1,2011,61,7,Business travel,0,0,35,Eco,12,2/12/14,WN,Cheapseats Airlines Inc.,Texas,Texas,7,0,0,No,44,323,no,-101.849137,35.197528,-96.972001,32.812727
"Denver, CO","Chicago, IL",4,Silver,33,Male,1,2003,25,7,Business travel,0,30,80,Eco,28,3/28/14,OU,Oursin Airlines Inc.,Illinois,Colorado,19,9,1,No,126,888,no,-87.895427,41.827126,-104.955096,39.710774
"Chicago, IL","Minneapolis, MN",1,Blue,46,Male,1,2007,27,39,Business travel,3,0,90,Eco,20,1/20/14,WN,Cheapseats Airlines Inc.,Minnesota,Illinois,14,0,0,No,60,349,no,-93.2798,44.978156,-87.895427,41.827126
"Boston, MA","Chicago, IL",4,Blue,50,Male,1,2003,23,9,Business travel,1,0,120,Eco,14,1/14/14,AA,Paul Smith Airlines Inc.,Illinois,Massachusetts,15,2,0,No,109,867,no,-87.895427,41.827126,-71.140708,42.373132
"Los Angeles, CA","Seattle, WA",3,Blue,60,Male,1,2010,46,5,Personal Travel,0,0,22,Eco,12,2/12/14,VX,Cool&Young Airlines Inc.,Washington,California,17,0,0,No,131,954,no,-122.274661,47.468409,-118.104332,33.982668
"Charlotte, NC","Cleveland, OH",3,Blue,18,Male,2,2011,0,9,Business travel,2,90,20,Eco,15,1/15/14,US,Southeast Airlines Co.,Ohio,North Carolina,8,0,0,No,82,430,no,-81.605443,41.443638,-80.815826,35.249654
"Charlotte, NC","Atlanta, GA",4,Silver,32,Male,2,2003,12,30,Business travel,2,45,120,Eco,23,1/23/14,US,Southeast Airlines Co.,Georgia,North Carolina,10,0,0,No,38,226,no,-84.331858,33.824102,-80.815826,35.249654
"Minneapolis, MN","Chicago, IL",3,Blue,56,Female,1,2005,26,10,Personal Travel,2,0,130,Eco Plus,29,3/29/14,EV,FlyFast Airways Inc.,Illinois,Minnesota,17,0,0,No,65,349,no,-87.895427,41.827126,-93.2798,44.978156
"Houston, TX","Cleveland, OH",2,Blue,70,Female,2,2006,23,7,Personal Travel,0,0,70,Eco,12,2/12/14,OU,Oursin Airlines Inc.,Ohio,Texas,18,18,0,No,144,1091,no,-81.605443,41.443638,-95.393531,29.784308
"Minneapolis, MN","Washington, DC",4,Blue,26,Male,1,2006,5,4,Business travel,1,120,85,Eco,26,3/26/14,DL,Sigma Airlines Inc.,Virginia,Minnesota,8,0,19,No,155,931,yes,-77.18974,38.897394,-93.2798,44.978156
"Chicago, IL","Portland, OR",4,Blue,55,Male,1,2008,14,1,Business travel,0,10,40,Eco,26,3/26/14,WN,Cheapseats Airlines Inc.,Oregon,Illinois,6,0,0,No,220,1751,no,-122.651087,45.520404,-87.895427,41.827126
"Las Vegas, NV","Atlanta, GA",4,Blue,47,Female,2,2008,8,9,Business travel,0,17,30,Eco,26,3/26/14,DL,Sigma Airlines Inc.,Georgia,Nevada,8,0,0,No,238,1747,no,-84.331858,33.824102,-115.167218,36.134893
"Chicago, IL","Columbus, OH",2,Blue,15,Female,1,2003,1,2,Personal Travel,2,0,90,Eco,28,3/28/14,MQ,EnjoyFlying Air Services,Ohio,Illinois,10,0,0,No,54,296,no,-82.968532,40.021161,-87.895427,41.827126
"Boston, MA","New York, NY",3,Blue,58,Female,2,2008,0,1,Personal Travel,0,0,5,Eco,2,3/2/14,DL,Sigma Airlines Inc.,New York,Massachusetts,14,1,0,No,31,187,no,-73.970221,40.718357,-71.140708,42.373132
"Boston, MA","Philadelphia, PA",2,Blue,80,Female,2,2008,53,7,Personal Travel,0,0,30,Eco,10,3/10/14,US,Southeast Airlines Co.,Pennsylvania,Massachusetts,19,13,1,No,45,280,no,-75.298163,39.973331,-71.140708,42.373132
"New York, NY","Bangor, ME",4,Blue,43,Female,0,2008,37,1,Business travel,1,8,75,Eco,21,1/21/14,EV,FlyFast Airways Inc.,Maine,New York,5,0,0,No,77,378,no,-68.748807,44.834066,-73.970221,40.718357
"Phoenix, AZ","El Paso, TX",4,Blue,38,Male,1,2011,13,2,Business travel,1,10,90,Business,23,2/23/14,OO,Northwest Business Airlines Inc.,Texas,Arizona,15,1,1,No,60,347,no,-106.389031,31.780239,-111.970041,33.494067
"Kansas City, MO","New Orleans, LA",2,Blue,47,Female,2,2004,50,9,Personal Travel,3,0,35,Eco,11,1/11/14,WN,Cheapseats Airlines Inc.,Louisiana,Missouri,14,0,4,No,116,689,no,-90.143683,29.954653,-94.594897,39.039792
"San Francisco, CA","Denver, CO",4,Silver,36,Female,1,2007,9,5,Personal Travel,5,5,65,Eco,7,3/7/14,WN,Cheapseats Airlines Inc.,Colorado,California,21,27,14,No,127,967,yes,-104.955096,39.710774,-122.383287,37.754645
"Des Moines, IA","Houston, TX",2,Blue,53,Female,1,2004,16,1,Business travel,1,0,105,Eco,9,1/9/14,EV,FlyFast Airways Inc.,Texas,Iowa,15,75,65,No,108,802,yes,-95.393531,29.784308,-93.656127,41.619352
"Philadelphia, PA","Atlanta, GA",5,Gold,42,Male,1,2006,20,20,Business travel,3,5,90,Eco,6,1/6/14,US,Southeast Airlines Co.,Georgia,Pennsylvania,19,23,0,No,77,666,no,-84.331858,33.824102,-75.298163,39.973331
"Houston, TX","Detroit, MI",3,Blue,16,Male,1,2009,32,3,Mileage tickets,1,0,62,Eco,28,1/28/14,OU,Oursin Airlines Inc.,Michigan,Texas,14,0,7,No,176,1075,yes,-83.227554,42.490005,-95.393531,29.784308
"Orlando, FL","Hartford, CT",3,Blue,80,Female,1,2003,31,2,Personal Travel,0,0,5,Eco,26,3/26/14,WN,Cheapseats Airlines Inc.,Connecticut,Florida,13,8,0,No,148,1050,no,-72.69883,41.740122,-81.411184,28.584434
"Killeen, TX","Houston, TX",4,Blue,30,Male,2,2006,6,1,Business travel,2,0,699,Business,23,3/23/14,EV,FlyFast Airways Inc.,Texas,Texas,21,0,0,No,33,166,no,-95.393531,29.784308,-97.751581,31.094566
"Boston, MA","Detroit, MI",3,Blue,36,Female,2,2009,12,19,Mileage tickets,2,0,35,Eco,11,3/11/14,DL,Sigma Airlines Inc.,Michigan,Massachusetts,12,0,0,No,77,632,no,-83.227554,42.490005,-71.140708,42.373132
"Chicago, IL","Memphis, TN",4,Silver,32,Female,1,2007,4,13,Business travel,1,0,30,Eco,8,1/8/14,OO,Northwest Business Airlines Inc.,Tennessee,Illinois,17,0,0,No,76,491,no,-89.917857,35.095071,-87.895427,41.827126
"Wilmington, NC","Atlanta, GA",3,Blue,32,Female,2,2004,10,12,Business travel,2,150,30,Eco,13,2/13/14,EV,FlyFast Airways Inc.,Georgia,North Carolina,21,26,21,No,53,377,yes,-84.331858,33.824102,-77.896334,34.216582
"Los Angeles, CA","San Francisco, CA",2,Blue,27,Female,1,2011,17,24,Personal Travel,1,0,210,Eco,3,2/3/14,WN,Cheapseats Airlines Inc.,California,California,15,51,38,No,48,337,yes,-122.383287,37.754645,-118.104332,33.982668
"Columbus, OH","Phoenix, AZ",2,Blue,30,Female,1,2007,13,18,Personal Travel,3,105,64,Eco,9,3/9/14,US,Southeast Airlines Co.,Arizona,Ohio,18,13,55,No,223,1670,yes,-111.970041,33.494067,-82.968532,40.021161
"Austin, TX","New York, NY",2,Blue,68,Female,2,2011,53,10,Personal Travel,0,0,30,Eco,15,2/15/14,DL,Sigma Airlines Inc.,New York,Texas,17,46,67,No,209,1521,yes,-73.970221,40.718357,-97.761533,30.358514
"Washington, DC","Boston, MA",4,Blue,27,Male,2,2006,32,1,Business travel,1,0,130,Eco,27,1/27/14,US,Southeast Airlines Co.,Massachusetts,Virginia,19,46,49,No,82,399,yes,-71.140708,42.373132,-77.18974,38.897394
"San Francisco, CA","Los Angeles, CA",2,Blue,67,Female,1,2012,14,1,Personal Travel,0,0,50,Eco,22,1/22/14,AA,Paul Smith Airlines Inc.,California,California,18,0,0,No,53,337,no,-118.104332,33.982668,-122.383287,37.754645
"Hartford, CT","Baltimore, MD",4,Silver,37,Female,0,2004,0,38,Business travel,3,10,0,Eco,29,1/29/14,WN,Cheapseats Airlines Inc.,Maryland,Connecticut,20,NA,NA,Yes,NA,283,no,-76.64776,39.234099,-72.69883,41.740122
"San Francisco, CA","Houston, TX",4,Blue,50,Female,2,2005,30,2,Business travel,0,0,130,Eco,12,3/12/14,OU,Oursin Airlines Inc.,Texas,California,18,0,0,No,232,1635,no,-95.393531,29.784308,-122.383287,37.754645
"Milwaukee, WI","Minneapolis, MN",4,Blue,42,Female,1,2010,2,10,Business travel,3,105,60,Eco,26,3/26/14,DL,Sigma Airlines Inc.,Minnesota,Wisconsin,15,0,0,No,43,297,no,-93.2798,44.978156,-88.100492,43.055654
"Detroit, MI","Philadelphia, PA",5,Blue,41,Female,1,2003,10,9,Business travel,0,0,45,Eco Plus,14,1/14/14,DL,Sigma Airlines Inc.,Pennsylvania,Michigan,9,2,0,No,80,453,no,-75.298163,39.973331,-83.227554,42.490005
"Denver, CO","Springfield, MO",2,Blue,85,Female,2,2011,14,9,Personal Travel,0,60,210,Eco,18,3/18/14,EV,FlyFast Airways Inc.,Missouri,Colorado,13,58,45,No,100,637,yes,-93.287053,37.148873,-104.955096,39.710774
"New York, NY","New Orleans, LA",2,Blue,59,Female,2,2009,13,5,Business travel,0,60,25,Eco,12,1/12/14,DL,Sigma Airlines Inc.,Louisiana,New York,19,0,0,No,138,1183,no,-90.143683,29.954653,-73.970221,40.718357
"New York, NY","Los Angeles, CA",3,Blue,65,Female,1,2007,17,3,Personal Travel,0,40,70,Eco,17,1/17/14,DL,Sigma Airlines Inc.,California,New York,13,0,0,No,290,2475,no,-118.104332,33.982668,-73.970221,40.718357
"Chicago, IL","Miami, FL",3,Blue,75,Female,1,2004,6,2,Business travel,0,40,65,Eco,26,3/26/14,AA,Paul Smith Airlines Inc.,Florida,Illinois,8,0,10,No,184,1197,yes,-80.231428,26.175616,-87.895427,41.827126
"New York, NY","Los Angeles, CA",3,Gold,57,Male,2,2005,41,4,Business travel,0,0,20,Eco,18,2/18/14,AA,Paul Smith Airlines Inc.,California,New York,11,13,0,No,284,2475,no,-118.104332,33.982668,-73.970221,40.718357
"Atlanta, GA","Pittsburgh, PA",2,Blue,80,Male,1,2008,23,7,Personal Travel,0,174,30,Eco,6,3/6/14,FL,FlyHere Airways,Pennsylvania,Georgia,14,0,10,No,104,526,yes,-79.951005,40.456961,-84.331858,33.824102
"Miami, FL","Gainesville, FL",1,Blue,29,Female,1,2012,13,39,Personal Travel,2,60,15,Eco,22,1/22/14,MQ,EnjoyFlying Air Services,Florida,Florida,6,0,0,No,46,294,no,-82.371036,29.656824,-80.231428,26.175616
"Wichita, KS","Denver, CO",4,Blue,35,Female,1,2010,9,23,Personal Travel,2,66,15,Eco,30,1/30/14,OO,Northwest Business Airlines Inc.,Colorado,Kansas,9,0,0,No,55,420,no,-104.955096,39.710774,-97.327333,37.679735
"Miami, FL","Charlotte, NC",4,Blue,29,Male,1,2006,1,2,Business travel,0,0,95,Eco,20,3/20/14,US,Southeast Airlines Co.,North Carolina,Florida,22,0,5,No,89,650,no,-80.815826,35.249654,-80.231428,26.175616
"Atlanta, GA","Albany, NY",3,Gold,45,Female,1,2008,18,1,Business travel,2,0,25,Eco,25,3/25/14,DL,Sigma Airlines Inc.,New York,Georgia,18,0,0,No,130,853,no,-73.799436,42.743895,-84.331858,33.824102
"Chicago, IL","Memphis, TN",4,Silver,32,Female,1,2007,4,13,Business travel,1,0,30,Eco,8,1/8/14,OO,Northwest Business Airlines Inc.,Tennessee,Illinois,17,0,0,No,76,491,no,-89.917857,35.095071,-87.895427,41.827126
"Atlanta, GA","Hartford, CT",4,Gold,33,Female,1,2009,9,9,Business travel,0,0,75,Eco,11,2/11/14,DL,Sigma Airlines Inc.,Connecticut,Georgia,12,7,16,No,151,859,yes,-72.69883,41.740122,-84.331858,33.824102
"Miami, FL","Charlotte, NC",4,Blue,36,Female,2,2004,23,4,Personal Travel,2,84,85,Eco,9,1/9/14,US,Southeast Airlines Co.,North Carolina,Florida,11,0,0,No,100,650,no,-80.815826,35.249654,-80.231428,26.175616
"San Juan, PR","Atlanta, GA",4,Blue,41,Female,1,2004,10,8,Business travel,3,0,0,Eco Plus,27,3/27/14,DL,Sigma Airlines Inc.,Georgia,Puerto Rico,9,1,0,No,179,1547,no,-84.331858,33.824102,-66.116246,18.288174
"Phoenix, AZ","Atlanta, GA",3,Blue,52,Male,1,2005,36,8,Personal Travel,0,0,60,Eco,4,2/4/14,WN,Cheapseats Airlines Inc.,Georgia,Arizona,16,18,22,No,236,1587,yes,-84.331858,33.824102,-111.970041,33.494067
"Chicago, IL","Boston, MA",4,Silver,54,Male,1,2007,0,8,Business travel,0,15,0,Eco,10,1/10/14,OU,Oursin Airlines Inc.,Massachusetts,Illinois,9,0,0,No,134,867,no,-71.140708,42.373132,-87.895427,41.827126
"Salt Lake City, UT","Seattle, WA",3,Silver,76,Female,2,2012,24,1,Business travel,0,10,125,Business,23,1/23/14,DL,Sigma Airlines Inc.,Washington,Utah,7,0,29,No,114,689,yes,-122.274661,47.468409,-111.929515,40.640838
"Chicago, IL","Indianapolis, IN",4,Blue,51,Male,1,2009,15,44,Business travel,1,30,15,Eco,27,3/27/14,MQ,EnjoyFlying Air Services,Indiana,Illinois,12,29,35,No,42,177,yes,-86.145521,39.811262,-87.895427,41.827126
"Brownsville, TX","Houston, TX",4,Silver,61,Female,1,2004,27,5,Personal Travel,0,0,130,Eco Plus,28,2/28/14,EV,FlyFast Airways Inc.,Texas,Texas,15,0,0,No,48,308,no,-95.393531,29.784308,-97.473579,25.966448
"Houston, TX","Indianapolis, IN",3,Blue,19,Female,1,2003,10,5,Business travel,1,130,45,Eco Plus,7,1/7/14,OO,Northwest Business Airlines Inc.,Indiana,Texas,18,10,6,No,128,844,yes,-86.145521,39.811262,-95.393531,29.784308
"Las Vegas, NV","Albuquerque, NM",2,Blue,76,Female,1,2006,43,8,Personal Travel,0,15,75,Eco,28,3/28/14,WN,Cheapseats Airlines Inc.,New Mexico,Nevada,20,45,38,No,75,486,yes,-106.628138,35.143367,-115.167218,36.134893
"Houston, TX","San Antonio, TX",4,Blue,22,Female,1,2006,17,8,Business travel,2,0,15,Eco,7,2/7/14,WN,Cheapseats Airlines Inc.,Texas,Texas,7,0,0,No,31,192,no,-98.475376,29.514399,-95.393531,29.784308
"Denver, CO","Amarillo, TX",4,Blue,30,Female,1,2008,20,25,Business travel,2,0,50,Eco,24,1/24/14,EV,FlyFast Airways Inc.,Texas,Colorado,13,14,14,No,56,359,yes,-101.849137,35.197528,-104.955096,39.710774
"Chicago, IL","Richmond, VA",3,Blue,69,Male,1,2007,50,9,Personal Travel,0,0,30,Eco,18,1/18/14,OU,Oursin Airlines Inc.,Virginia,Illinois,7,0,0,No,95,642,no,-77.487983,37.477942,-87.895427,41.827126
"Houston, TX","New York, NY",4,Blue,42,Male,2,2010,0,7,Mileage tickets,2,0,60,Eco,2,1/2/14,OU,Oursin Airlines Inc.,New York,Texas,7,28,32,No,229,1416,yes,-73.970221,40.718357,-95.393531,29.784308
